Call Number,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Arrival_DtTm,Call Type Group,Unit Type,Neighborhooods
180491263,18020912,Traffic Collision,2/18/18,2/18/18,2/18/18 10:55,2/18/18 10:55,2/18/18 10:56,2/18/18 10:56,2/18/18 10:56,0:01,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180101420,18004290,Structure Fire,1/10/18,1/10/18,1/10/18 10:42,1/10/18 10:43,1/10/18 10:43,1/10/18 10:44,1/10/18 10:44,0:01,Alarm,ENGINE,Lone Mountain/USF
182681593,18112476,Structure Fire,9/25/18,9/25/18,9/25/18 12:10,9/25/18 12:10,9/25/18 12:10,9/25/18 12:11,9/25/18 12:11,0:01,Alarm,TRUCK,Lone Mountain/USF
182012827,18085303,Medical Incident,7/20/18,7/20/18,7/20/18 18:02,7/20/18 18:02,7/20/18 18:03,7/20/18 18:03,7/20/18 18:05,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180523951,18022409,Medical Incident,2/21/18,2/21/18,2/21/18 21:17,2/21/18 21:17,2/21/18 21:18,2/21/18 21:19,2/21/18 21:20,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181592699,18067538,Traffic Collision,6/8/18,6/8/18,6/8/18 18:01,6/8/18 18:01,6/8/18 18:02,6/8/18 18:03,6/8/18 18:04,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
183151368,18132273,Medical Incident,11/11/18,11/11/18,11/11/18 11:04,11/11/18 11:04,11/11/18 11:05,11/11/18 11:05,11/11/18 11:06,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182660814,18111644,Structure Fire,9/23/18,9/23/18,9/23/18 8:09,9/23/18 8:09,9/23/18 8:10,9/23/18 8:11,9/23/18 8:12,0:02,Alarm,ENGINE,Lone Mountain/USF
183232140,18135789,Medical Incident,11/19/18,11/19/18,11/19/18 14:53,11/19/18 14:53,11/19/18 14:53,11/19/18 14:53,11/19/18 14:55,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
183023020,18126734,Medical Incident,10/29/18,10/29/18,10/29/18 17:12,10/29/18 17:12,10/29/18 17:13,10/29/18 17:13,10/29/18 17:15,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182271782,18095812,Medical Incident,8/15/18,8/15/18,8/15/18 12:32,8/15/18 12:32,8/15/18 12:32,8/15/18 12:32,8/15/18 12:34,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
180273170,18011557,Medical Incident,1/27/18,1/27/18,1/27/18 18:54,1/27/18 18:54,1/27/18 18:55,1/27/18 18:55,1/27/18 18:57,0:02,Non Life-threatening,PRIVATE,Lone Mountain/USF
182060739,18087137,Medical Incident,7/25/18,7/24/18,7/25/18 7:45,7/25/18 7:45,7/25/18 7:46,7/25/18 7:46,7/25/18 7:48,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
182321377,18097722,Medical Incident,8/20/18,8/20/18,8/20/18 10:40,8/20/18 10:40,8/20/18 10:41,8/20/18 10:41,8/20/18 10:43,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
182074027,18087909,Traffic Collision,7/26/18,7/26/18,7/26/18 23:30,7/26/18 23:30,7/26/18 23:32,7/26/18 23:32,7/26/18 23:32,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
180692215,18029536,Medical Incident,3/10/18,3/10/18,3/10/18 15:22,3/10/18 15:23,3/10/18 15:23,3/10/18 15:23,3/10/18 15:24,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181602045,18067913,Medical Incident,6/9/18,6/9/18,6/9/18 14:56,6/9/18 14:57,6/9/18 14:57,6/9/18 14:57,6/9/18 14:58,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
180871776,18036985,Other,3/28/18,3/28/18,3/28/18 12:14,3/28/18 12:14,3/28/18 12:14,3/28/18 12:15,3/28/18 12:17,0:02,Alarm,ENGINE,Lone Mountain/USF
181940790,18082222,Electrical Hazard,7/13/18,7/13/18,7/13/18 8:20,7/13/18 8:21,7/13/18 8:21,7/13/18 8:21,7/13/18 8:22,0:02,Alarm,ENGINE,Lone Mountain/USF
180662269,18028239,Structure Fire,3/7/18,3/7/18,3/7/18 15:18,3/7/18 15:18,3/7/18 15:18,3/7/18 15:18,3/7/18 15:20,0:02,Alarm,ENGINE,Lone Mountain/USF
182311294,18097378,Medical Incident,8/19/18,8/19/18,8/19/18 11:26,8/19/18 11:27,8/19/18 11:28,8/19/18 11:28,8/19/18 11:29,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
180893098,18038026,Structure Fire,3/30/18,3/30/18,3/30/18 17:40,3/30/18 17:41,3/30/18 17:41,3/30/18 17:42,3/30/18 17:43,0:02,Alarm,ENGINE,Lone Mountain/USF
181493047,18063187,Medical Incident,5/29/18,5/29/18,5/29/18 17:43,5/29/18 17:43,5/29/18 17:43,5/29/18 17:44,5/29/18 17:45,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
183620453,18151782,Medical Incident,12/28/18,12/27/18,12/28/18 6:11,12/28/18 6:12,12/28/18 6:13,12/28/18 6:14,12/28/18 6:14,0:02,Non Life-threatening,PRIVATE,Lone Mountain/USF
183513653,18147618,Traffic Collision,12/17/18,12/17/18,12/17/18 19:33,12/17/18 19:33,12/17/18 19:33,12/17/18 19:35,12/17/18 19:36,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182901853,18121531,Structure Fire,10/17/18,10/17/18,10/17/18 12:31,10/17/18 12:32,10/17/18 12:33,10/17/18 12:34,10/17/18 12:34,0:02,Alarm,CHIEF,Lone Mountain/USF
182813646,18118152,Medical Incident,10/8/18,10/8/18,10/8/18 20:06,10/8/18 20:06,10/8/18 20:07,10/8/18 20:08,10/8/18 20:09,0:02,Non Life-threatening,PRIVATE,Lone Mountain/USF
180910337,18038637,Medical Incident,4/1/18,3/31/18,4/1/18 3:03,4/1/18 3:03,4/1/18 3:04,4/1/18 3:05,4/1/18 3:06,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180060839,18002430,Medical Incident,1/6/18,1/6/18,1/6/18 8:39,1/6/18 8:39,1/6/18 8:40,1/6/18 8:40,1/6/18 8:42,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
180492986,18021076,Traffic Collision,2/18/18,2/18/18,2/18/18 18:56,2/18/18 18:56,2/18/18 18:57,2/18/18 18:59,2/18/18 18:59,0:02,Non Life-threatening,ENGINE,Lone Mountain/USF
183330820,18139754,Medical Incident,11/29/18,11/29/18,11/29/18 8:25,11/29/18 8:26,11/29/18 8:26,11/29/18 8:26,11/29/18 8:28,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180863661,18036749,Medical Incident,3/27/18,3/27/18,3/27/18 20:37,3/27/18 20:37,3/27/18 20:38,3/27/18 20:38,3/27/18 20:40,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182863885,18120227,Structure Fire,10/13/18,10/13/18,10/13/18 23:05,10/13/18 23:05,10/13/18 23:05,10/13/18 23:06,10/13/18 23:07,0:02,Alarm,ENGINE,Lone Mountain/USF
181312844,18055716,Medical Incident,5/11/18,5/11/18,5/11/18 16:36,5/11/18 16:36,5/11/18 16:37,5/11/18 16:39,5/11/18 16:39,0:02,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
182834366,18119065,Medical Incident,10/10/18,10/10/18,10/10/18 23:28,10/10/18 23:29,10/10/18 23:29,10/10/18 23:30,10/10/18 23:31,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181143248,18048662,Medical Incident,4/24/18,4/24/18,4/24/18 17:41,4/24/18 17:42,4/24/18 17:42,4/24/18 17:43,4/24/18 17:44,0:02,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182710019,18113496,Medical Incident,9/28/18,9/27/18,9/28/18 0:07,9/28/18 0:08,9/28/18 0:08,9/28/18 0:09,9/28/18 0:10,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
183512832,18147533,Medical Incident,12/17/18,12/17/18,12/17/18 16:08,12/17/18 16:09,12/17/18 16:09,12/17/18 16:10,12/17/18 16:11,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182730248,18114304,Structure Fire,9/30/18,9/29/18,9/30/18 1:44,9/30/18 1:44,9/30/18 1:45,9/30/18 1:46,9/30/18 1:47,0:03,Alarm,ENGINE,Lone Mountain/USF
182843241,18119358,Structure Fire,10/11/18,10/11/18,10/11/18 18:29,10/11/18 18:31,10/11/18 18:31,10/11/18 18:31,10/11/18 18:32,0:03,Alarm,ENGINE,Lone Mountain/USF
181261189,18053481,Medical Incident,5/6/18,5/6/18,5/6/18 10:04,5/6/18 10:05,5/6/18 10:06,5/6/18 10:06,5/6/18 10:07,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181860285,18078811,Structure Fire,7/5/18,7/4/18,7/5/18 1:39,7/5/18 1:40,7/5/18 1:41,7/5/18 1:41,7/5/18 1:42,0:03,Alarm,MEDIC,Lone Mountain/USF
182790928,18116963,Structure Fire,10/6/18,10/6/18,10/6/18 8:48,10/6/18 8:48,10/6/18 8:50,10/6/18 8:50,10/6/18 8:51,0:03,Alarm,ENGINE,Lone Mountain/USF
180603582,18025775,Medical Incident,3/1/18,3/1/18,3/1/18 20:13,3/1/18 20:15,3/1/18 20:15,3/1/18 20:16,3/1/18 20:16,0:03,Non Life-threatening,ENGINE,Lone Mountain/USF
183040065,18127301,Structure Fire,10/31/18,10/30/18,10/31/18 0:42,10/31/18 0:42,10/31/18 0:43,10/31/18 0:44,10/31/18 0:46,0:03,Alarm,ENGINE,Lone Mountain/USF
181863332,18079144,Medical Incident,7/5/18,7/5/18,7/5/18 18:46,7/5/18 18:46,7/5/18 18:47,7/5/18 18:47,7/5/18 18:49,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
182252300,18095067,Traffic Collision,8/13/18,8/13/18,8/13/18 15:23,8/13/18 15:23,8/13/18 15:24,8/13/18 15:25,8/13/18 15:26,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182423357,18101994,Structure Fire,8/30/18,8/30/18,8/30/18 18:50,8/30/18 18:50,8/30/18 18:50,8/30/18 18:52,8/30/18 18:53,0:03,Alarm,ENGINE,Lone Mountain/USF
182441473,18102650,Structure Fire,9/1/18,9/1/18,9/1/18 11:56,9/1/18 11:56,9/1/18 11:57,9/1/18 11:57,9/1/18 11:59,0:03,Alarm,ENGINE,Lone Mountain/USF
182883606,18120899,Structure Fire,10/15/18,10/15/18,10/15/18 20:31,10/15/18 20:31,10/15/18 20:32,10/15/18 20:33,10/15/18 20:34,0:03,Alarm,ENGINE,Lone Mountain/USF
182402640,18101102,Medical Incident,8/28/18,8/28/18,8/28/18 16:01,8/28/18 16:02,8/28/18 16:02,8/28/18 16:03,8/28/18 16:04,0:03,Non Life-threatening,ENGINE,Lone Mountain/USF
182452272,18103114,Medical Incident,9/2/18,9/2/18,9/2/18 16:11,9/2/18 16:12,9/2/18 16:12,9/2/18 16:12,9/2/18 16:14,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180523951,18022409,Medical Incident,2/21/18,2/21/18,2/21/18 21:17,2/21/18 21:17,2/21/18 21:18,2/21/18 21:18,2/21/18 21:21,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
181700830,18071931,Electrical Hazard,6/19/18,6/19/18,6/19/18 8:55,6/19/18 8:56,6/19/18 8:57,6/19/18 8:57,6/19/18 8:59,0:03,Alarm,ENGINE,Lone Mountain/USF
183523629,18148072,Alarms,12/18/18,12/18/18,12/18/18 20:10,12/18/18 20:11,12/18/18 20:12,12/18/18 20:12,12/18/18 20:13,0:03,Alarm,ENGINE,Lone Mountain/USF
182970212,18124343,Structure Fire,10/24/18,10/23/18,10/24/18 2:06,10/24/18 2:06,10/24/18 2:07,10/24/18 2:08,10/24/18 2:09,0:03,Alarm,ENGINE,Lone Mountain/USF
182693765,18113027,Medical Incident,9/26/18,9/26/18,9/26/18 19:49,9/26/18 19:49,9/26/18 19:50,9/26/18 19:51,9/26/18 19:52,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181670187,18070616,Traffic Collision,6/16/18,6/15/18,6/16/18 1:40,6/16/18 1:40,6/16/18 1:40,6/16/18 1:41,6/16/18 1:43,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182451144,18103015,Medical Incident,9/2/18,9/2/18,9/2/18 10:36,9/2/18 10:37,9/2/18 10:37,9/2/18 10:37,9/2/18 10:39,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180583762,18024923,Traffic Collision,2/27/18,2/27/18,2/27/18 21:01,2/27/18 21:01,2/27/18 21:02,2/27/18 21:03,2/27/18 21:04,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180772747,18032930,Medical Incident,3/18/18,3/18/18,3/18/18 17:57,3/18/18 17:57,3/18/18 17:58,3/18/18 18:00,3/18/18 18:00,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
183000188,18125602,Medical Incident,10/27/18,10/26/18,10/27/18 1:13,10/27/18 1:13,10/27/18 1:14,10/27/18 1:15,10/27/18 1:16,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180203327,18008676,Medical Incident,1/20/18,1/20/18,1/20/18 20:47,1/20/18 20:47,1/20/18 20:47,1/20/18 20:47,1/20/18 20:50,0:03,Non Life-threatening,MEDIC,Lone Mountain/USF
182923596,18122551,Medical Incident,10/19/18,10/19/18,10/19/18 20:30,10/19/18 20:30,10/19/18 20:30,10/19/18 20:31,10/19/18 20:33,0:03,Non Life-threatening,ENGINE,Lone Mountain/USF
180640471,18027163,Medical Incident,3/5/18,3/4/18,3/5/18 6:39,3/5/18 6:40,3/5/18 6:40,3/5/18 6:42,3/5/18 6:42,0:03,Non Life-threatening,PRIVATE,Lone Mountain/USF
182252300,18095067,Traffic Collision,8/13/18,8/13/18,8/13/18 15:23,8/13/18 15:23,8/13/18 15:24,8/13/18 15:25,8/13/18 15:26,0:03,Potentially Life-Threatening,CHIEF,Lone Mountain/USF
183402131,18142785,Other,12/6/18,12/6/18,12/6/18 13:56,12/6/18 13:56,12/6/18 13:56,12/6/18 13:58,12/6/18 13:59,0:03,Alarm,CHIEF,Lone Mountain/USF
181442801,18061020,Medical Incident,5/24/18,5/24/18,5/24/18 16:18,5/24/18 16:19,5/24/18 16:19,5/24/18 16:20,5/24/18 16:21,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
181700741,18071922,Outside Fire,6/19/18,6/19/18,6/19/18 8:30,6/19/18 8:31,6/19/18 8:31,6/19/18 8:31,6/19/18 8:33,0:03,Fire,TRUCK,Lone Mountain/USF
182901853,18121531,Structure Fire,10/17/18,10/17/18,10/17/18 12:31,10/17/18 12:32,10/17/18 12:33,10/17/18 12:33,10/17/18 12:35,0:03,Alarm,ENGINE,Lone Mountain/USF
180120146,18005020,Structure Fire,1/12/18,1/11/18,1/12/18 1:10,1/12/18 1:10,1/12/18 1:12,1/12/18 1:12,1/12/18 1:14,0:03,Alarm,ENGINE,Lone Mountain/USF
181312844,18055716,Medical Incident,5/11/18,5/11/18,5/11/18 16:36,5/11/18 16:36,5/11/18 16:37,5/11/18 16:37,5/11/18 16:39,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181391641,18058866,Medical Incident,5/19/18,5/19/18,5/19/18 12:38,5/19/18 12:39,5/19/18 12:39,5/19/18 12:39,5/19/18 12:42,0:03,Non Life-threatening,MEDIC,Lone Mountain/USF
181670187,18070616,Traffic Collision,6/16/18,6/15/18,6/16/18 1:40,6/16/18 1:40,6/16/18 1:40,6/16/18 1:42,6/16/18 1:43,0:03,Potentially Life-Threatening,CHIEF,Lone Mountain/USF
182161196,18091189,Medical Incident,8/4/18,8/4/18,8/4/18 10:42,8/4/18 10:43,8/4/18 10:44,8/4/18 10:44,8/4/18 10:46,0:03,Non Life-threatening,ENGINE,Lone Mountain/USF
183620781,18151821,Structure Fire,12/28/18,12/28/18,12/28/18 8:48,12/28/18 8:50,12/28/18 8:50,12/28/18 8:52,12/28/18 8:52,0:03,Alarm,TRUCK,Lone Mountain/USF
180671531,18028589,Alarms,3/8/18,3/8/18,3/8/18 11:02,3/8/18 11:03,3/8/18 11:03,3/8/18 11:04,3/8/18 11:05,0:03,Alarm,ENGINE,Lone Mountain/USF
181202541,18051006,Traffic Collision,4/30/18,4/30/18,4/30/18 16:03,4/30/18 16:03,4/30/18 16:04,4/30/18 16:06,4/30/18 16:06,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
183163441,18132876,Odor (Strange / Unknown),11/12/18,11/12/18,11/12/18 20:40,11/12/18 20:42,11/12/18 20:42,11/12/18 20:43,11/12/18 20:44,0:03,Alarm,ENGINE,Lone Mountain/USF
181602045,18067913,Medical Incident,6/9/18,6/9/18,6/9/18 14:56,6/9/18 14:57,6/9/18 14:57,6/9/18 14:58,6/9/18 14:59,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
180242944,18010206,Traffic Collision,1/24/18,1/24/18,1/24/18 17:03,1/24/18 17:03,1/24/18 17:03,1/24/18 17:05,1/24/18 17:06,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181042572,18044369,Alarms,4/14/18,4/14/18,4/14/18 16:46,4/14/18 16:47,4/14/18 16:47,4/14/18 16:48,4/14/18 16:49,0:03,Alarm,ENGINE,Lone Mountain/USF
181860285,18078811,Structure Fire,7/5/18,7/4/18,7/5/18 1:39,7/5/18 1:40,7/5/18 1:41,7/5/18 1:43,7/5/18 1:43,0:03,Alarm,TRUCK,Lone Mountain/USF
182993837,18125513,Medical Incident,10/26/18,10/26/18,10/26/18 20:42,10/26/18 20:43,10/26/18 20:43,10/26/18 20:44,10/26/18 20:46,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182232098,18094199,Alarms,8/11/18,8/11/18,8/11/18 14:22,8/11/18 14:23,8/11/18 14:23,8/11/18 14:24,8/11/18 14:25,0:03,Alarm,CHIEF,Lone Mountain/USF
180631382,18026847,Medical Incident,3/4/18,3/4/18,3/4/18 11:41,3/4/18 11:41,3/4/18 11:42,3/4/18 11:42,3/4/18 11:45,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
183111290,18130470,Alarms,11/7/18,11/7/18,11/7/18 10:03,11/7/18 10:05,11/7/18 10:05,11/7/18 10:07,11/7/18 10:07,0:03,Alarm,ENGINE,Lone Mountain/USF
181612524,18068377,Outside Fire,6/10/18,6/10/18,6/10/18 17:27,6/10/18 17:27,6/10/18 17:28,6/10/18 17:29,6/10/18 17:31,0:03,Fire,ENGINE,Lone Mountain/USF
182232098,18094199,Alarms,8/11/18,8/11/18,8/11/18 14:22,8/11/18 14:23,8/11/18 14:23,8/11/18 14:24,8/11/18 14:26,0:03,Alarm,ENGINE,Lone Mountain/USF
183521739,18147879,Medical Incident,12/18/18,12/18/18,12/18/18 12:32,12/18/18 12:33,12/18/18 12:33,12/18/18 12:34,12/18/18 12:36,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181361555,18057631,Structure Fire,5/16/18,5/16/18,5/16/18 11:25,5/16/18 11:25,5/16/18 11:26,5/16/18 11:26,5/16/18 11:28,0:03,Alarm,ENGINE,Lone Mountain/USF
182901853,18121531,Structure Fire,10/17/18,10/17/18,10/17/18 12:31,10/17/18 12:32,10/17/18 12:33,10/17/18 12:33,10/17/18 12:35,0:03,Alarm,TRUCK,Lone Mountain/USF
183313780,18139171,Other,11/27/18,11/27/18,11/27/18 22:12,11/27/18 22:12,11/27/18 22:13,11/27/18 22:13,11/27/18 22:16,0:03,Alarm,ENGINE,Lone Mountain/USF
182783281,18116729,Medical Incident,10/5/18,10/5/18,10/5/18 18:02,10/5/18 18:02,10/5/18 18:03,10/5/18 18:04,10/5/18 18:06,0:03,Non Life-threatening,ENGINE,Lone Mountain/USF
181262149,18053592,Medical Incident,5/6/18,5/6/18,5/6/18 14:58,5/6/18 14:58,5/6/18 14:58,5/6/18 15:00,5/6/18 15:02,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182520408,18105729,Vehicle Fire,9/9/18,9/8/18,9/9/18 3:03,9/9/18 3:03,9/9/18 3:03,9/9/18 3:05,9/9/18 3:06,0:03,Fire,ENGINE,Lone Mountain/USF
182843241,18119358,Structure Fire,10/11/18,10/11/18,10/11/18 18:29,10/11/18 18:31,10/11/18 18:31,10/11/18 18:32,10/11/18 18:33,0:03,Alarm,CHIEF,Lone Mountain/USF
180172704,18007360,Medical Incident,1/17/18,1/17/18,1/17/18 15:47,1/17/18 15:47,1/17/18 15:48,1/17/18 15:49,1/17/18 15:51,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
182432337,18102313,Medical Incident,8/31/18,8/31/18,8/31/18 15:31,8/31/18 15:31,8/31/18 15:31,8/31/18 15:31,8/31/18 15:34,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
182433644,18102439,Alarms,8/31/18,8/31/18,8/31/18 21:30,8/31/18 21:31,8/31/18 21:32,8/31/18 21:32,8/31/18 21:34,0:03,Alarm,ENGINE,Lone Mountain/USF
183610894,18151441,Structure Fire,12/27/18,12/27/18,12/27/18 9:28,12/27/18 9:28,12/27/18 9:28,12/27/18 9:29,12/27/18 9:32,0:03,Alarm,ENGINE,Lone Mountain/USF
180392318,18016795,Medical Incident,2/8/18,2/8/18,2/8/18 14:39,2/8/18 14:40,2/8/18 14:40,2/8/18 14:40,2/8/18 14:42,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
183093892,18129890,Medical Incident,11/5/18,11/5/18,11/5/18 20:46,11/5/18 20:47,11/5/18 20:48,11/5/18 20:48,11/5/18 20:50,0:03,Potentially Life-Threatening,MEDIC,Lone Mountain/USF
180883130,18037583,Structure Fire,3/29/18,3/29/18,3/29/18 18:06,3/29/18 18:06,3/29/18 18:06,3/29/18 18:07,3/29/18 18:09,0:03,Alarm,ENGINE,Lone Mountain/USF
182793180,18117163,Traffic Collision,10/6/18,10/6/18,10/6/18 17:44,10/6/18 17:45,10/6/18 17:45,10/6/18 17:46,10/6/18 17:48,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
183232140,18135789,Medical Incident,11/19/18,11/19/18,11/19/18 14:53,11/19/18 14:53,11/19/18 14:53,11/19/18 14:54,11/19/18 14:57,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181052179,18044753,Medical Incident,4/15/18,4/15/18,4/15/18 15:33,4/15/18 15:34,4/15/18 15:34,4/15/18 15:35,4/15/18 15:37,0:03,Potentially Life-Threatening,ENGINE,Lone Mountain/USF
181961285,18083103,Medical Incident,7/15/18,7/15/18,7/15/18 11:06,7/15/18 11:08,7/15/18 11:08,7/15/18 11:09,7/15/18 11:10,0:03,Non Life-threatening,ENGINE,Lone Mountain/USF
180771153,18032801,Medical Incident,3/18/18,3/18/18,3/18/18 10:22,3/18/18 10:22,3/18/18 10:23,3/18/18 10:23,3/18/18 10:26,0:03,Non Life-threatening,PRIVATE,Lone Mountain/USF
181281374,18054347,Medical Incident,5/8/18,5/8/18,5/8/18 10:28,5/8/18 10:29,5/8/18 10:31,5/8/18 10:31,5/8/18 10:32,0:03,Non Life-threatening,TRUCK,Lone Mountain/USF
