Call Number,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Arrival_DtTm,Call Type Group,Unit Type,Neighborhooods
181482349,18062742,Medical Incident,5/28/18,5/28/18,5/28/18 16:05,5/28/18 16:05,5/28/18 16:05,5/28/18 16:05,5/28/18 16:05,0:00,Non Life-threatening,MEDIC,Bernal Heights
181521389,18064300,Medical Incident,6/1/18,6/1/18,6/1/18 11:32,6/1/18 11:32,6/1/18 11:32,6/1/18 11:32,6/1/18 11:32,0:00,Non Life-threatening,ENGINE,Bernal Heights
181642904,18069604,Outside Fire,6/13/18,6/13/18,6/13/18 17:22,6/13/18 17:22,6/13/18 17:22,6/13/18 17:22,6/13/18 17:22,0:00,Fire,ENGINE,Bernal Heights
181811122,18076777,Medical Incident,6/30/18,6/30/18,6/30/18 10:27,6/30/18 10:27,6/30/18 10:27,6/30/18 10:27,6/30/18 10:27,0:00,Non Life-threatening,ENGINE,Bernal Heights
181841236,18078012,Medical Incident,7/3/18,7/3/18,7/3/18 10:37,7/3/18 10:37,7/3/18 10:37,7/3/18 10:37,7/3/18 10:37,0:00,Potentially Life-Threatening,ENGINE,Bernal Heights
181950492,18082619,Medical Incident,7/14/18,7/13/18,7/14/18 4:04,7/14/18 4:04,7/14/18 4:04,7/14/18 4:04,7/14/18 4:04,0:00,Potentially Life-Threatening,RESCUE CAPTAIN,Bernal Heights
181962657,18083239,Traffic Collision,7/15/18,7/15/18,7/15/18 17:29,7/15/18 17:29,7/15/18 17:29,7/15/18 17:29,7/15/18 17:29,0:00,Non Life-threatening,MEDIC,Bernal Heights
182151261,18090731,Vehicle Fire,8/3/18,8/3/18,8/3/18 10:38,8/3/18 10:38,8/3/18 10:38,8/3/18 10:38,8/3/18 10:38,0:00,Fire,ENGINE,Bernal Heights
182190947,18092407,Traffic Collision,8/7/18,8/7/18,8/7/18 9:38,8/7/18 9:38,8/7/18 9:38,8/7/18 9:38,8/7/18 9:38,0:00,Non Life-threatening,ENGINE,Bernal Heights
182220999,18093630,Other,8/10/18,8/10/18,8/10/18 9:13,8/10/18 9:13,8/10/18 9:13,8/10/18 9:13,8/10/18 9:13,0:00,Alarm,ENGINE,Bernal Heights
182272244,18095864,Medical Incident,8/15/18,8/15/18,8/15/18 14:23,8/15/18 14:23,8/15/18 14:23,8/15/18 14:23,8/15/18 14:23,0:00,Non Life-threatening,CHIEF,Bernal Heights
182400696,18100933,Outside Fire,8/28/18,8/27/18,8/28/18 7:56,8/28/18 7:56,8/28/18 7:56,8/28/18 7:56,8/28/18 7:56,0:00,Fire,ENGINE,Bernal Heights
182483711,18104352,Medical Incident,9/5/18,9/5/18,9/5/18 19:47,9/5/18 19:47,9/5/18 19:47,9/5/18 19:47,9/5/18 19:47,0:00,Non Life-threatening,PRIVATE,Bernal Heights
182493577,18104778,Medical Incident,9/6/18,9/6/18,9/6/18 20:21,9/6/18 20:21,9/6/18 20:21,9/6/18 20:21,9/6/18 20:21,0:00,Potentially Life-Threatening,MEDIC,Bernal Heights
182501548,18104996,Medical Incident,9/7/18,9/7/18,9/7/18 11:36,9/7/18 11:36,9/7/18 11:36,9/7/18 11:36,9/7/18 11:36,0:00,Non Life-threatening,ENGINE,Bernal Heights
182542381,18106724,Other,9/11/18,9/11/18,9/11/18 14:39,9/11/18 14:39,9/11/18 14:39,9/11/18 14:39,9/11/18 14:39,0:00,Alarm,ENGINE,Bernal Heights
182721983,18114074,Medical Incident,9/29/18,9/29/18,9/29/18 14:21,9/29/18 14:21,9/29/18 14:21,9/29/18 14:21,9/29/18 14:21,0:00,Non Life-threatening,ENGINE,Bernal Heights
182861238,18119986,Medical Incident,10/13/18,10/13/18,10/13/18 10:55,10/13/18 10:55,10/13/18 10:55,10/13/18 10:55,10/13/18 10:55,0:00,Non Life-threatening,ENGINE,Bernal Heights
182953098,18123762,Medical Incident,10/22/18,10/22/18,10/22/18 17:54,10/22/18 17:54,10/22/18 17:54,10/22/18 17:54,10/22/18 17:54,0:00,Potentially Life-Threatening,MEDIC,Bernal Heights
182982732,18124981,Other,10/25/18,10/25/18,10/25/18 16:19,10/25/18 16:19,10/25/18 16:19,10/25/18 16:19,10/25/18 16:19,0:00,Alarm,ENGINE,Bernal Heights
183051606,18127838,Medical Incident,11/1/18,11/1/18,11/1/18 11:02,11/1/18 11:02,11/1/18 11:02,11/1/18 11:02,11/1/18 11:02,0:00,Potentially Life-Threatening,TRUCK,Bernal Heights
183091451,18129647,Medical Incident,11/5/18,11/5/18,11/5/18 10:56,11/5/18 10:56,11/5/18 10:56,11/5/18 10:56,11/5/18 10:56,0:00,Non Life-threatening,ENGINE,Bernal Heights
183212503,18134996,Traffic Collision,11/17/18,11/17/18,11/17/18 16:50,11/17/18 16:50,11/17/18 16:50,11/17/18 16:50,11/17/18 16:50,0:00,Potentially Life-Threatening,MEDIC,Bernal Heights
183280938,18137678,Other,11/24/18,11/24/18,11/24/18 9:51,11/24/18 9:51,11/24/18 9:51,11/24/18 9:51,11/24/18 9:51,0:00,Alarm,ENGINE,Bernal Heights
183313838,18139176,Medical Incident,11/27/18,11/27/18,11/27/18 22:30,11/27/18 22:30,11/27/18 22:30,11/27/18 22:30,11/27/18 22:30,0:00,Potentially Life-Threatening,ENGINE,Bernal Heights
183401496,18142732,Alarms,12/6/18,12/6/18,12/6/18 11:26,12/6/18 11:26,12/6/18 11:26,12/6/18 11:26,12/6/18 11:26,0:00,Alarm,ENGINE,Bernal Heights
183501316,18147035,Alarms,12/16/18,12/16/18,12/16/18 11:13,12/16/18 11:13,12/16/18 11:13,12/16/18 11:13,12/16/18 11:13,0:00,Alarm,ENGINE,Bernal Heights
183590677,18150698,Traffic Collision,12/25/18,12/25/18,12/25/18 8:35,12/25/18 8:35,12/25/18 8:35,12/25/18 8:35,12/25/18 8:35,0:00,Potentially Life-Threatening,ENGINE,Bernal Heights
180972645,18041418,Medical Incident,4/7/18,4/7/18,4/7/18 16:51,4/7/18 16:51,4/7/18 16:51,4/7/18 16:51,4/7/18 16:51,0:00,Non Life-threatening,CHIEF,Bernal Heights
180792011,18033649,Structure Fire,3/20/18,3/20/18,3/20/18 13:43,3/20/18 13:43,3/20/18 13:43,3/20/18 13:43,3/20/18 13:44,0:00,Fire,INVESTIGATION,Bernal Heights
181102491,18046807,Other,4/20/18,4/20/18,4/20/18 14:54,4/20/18 14:54,4/20/18 14:54,4/20/18 14:54,4/20/18 14:55,0:00,Alarm,ENGINE,Bernal Heights
183212503,18134996,Traffic Collision,11/17/18,11/17/18,11/17/18 16:50,11/17/18 16:50,11/17/18 16:51,11/17/18 16:51,11/17/18 16:51,0:00,Potentially Life-Threatening,ENGINE,Bernal Heights
180681177,18028986,Medical Incident,3/9/18,3/9/18,3/9/18 9:49,3/9/18 9:49,3/9/18 9:50,3/9/18 9:50,3/9/18 9:50,0:01,Non Life-threatening,MEDIC,Bernal Heights
183602330,18151220,Medical Incident,12/26/18,12/26/18,12/26/18 16:26,12/26/18 16:27,12/26/18 16:27,12/26/18 16:27,12/26/18 16:27,0:01,Potentially Life-Threatening,MEDIC,Bernal Heights
182361983,18099447,Alarms,8/24/18,8/24/18,8/24/18 13:10,8/24/18 13:11,8/24/18 13:11,8/24/18 13:12,8/24/18 13:12,0:01,Alarm,ENGINE,Bernal Heights
180993938,18042349,Traffic Collision,4/9/18,4/9/18,4/9/18 21:04,4/9/18 21:05,4/9/18 21:06,4/9/18 21:06,4/9/18 21:06,0:01,Potentially Life-Threatening,MEDIC,Bernal Heights
183132943,18131564,Medical Incident,11/9/18,11/9/18,11/9/18 16:41,11/9/18 16:43,11/9/18 16:43,11/9/18 16:43,11/9/18 16:43,0:01,Potentially Life-Threatening,MEDIC,Bernal Heights
181473976,18062457,Medical Incident,5/27/18,5/27/18,5/27/18 23:21,5/27/18 23:21,5/27/18 23:22,5/27/18 23:23,5/27/18 23:23,0:01,Potentially Life-Threatening,ENGINE,Bernal Heights
182351958,18099047,Alarms,8/23/18,8/23/18,8/23/18 13:10,8/23/18 13:11,8/23/18 13:11,8/23/18 13:12,8/23/18 13:12,0:02,Alarm,ENGINE,Bernal Heights
181201551,18050928,Alarms,4/30/18,4/30/18,4/30/18 12:00,4/30/18 12:00,4/30/18 12:01,4/30/18 12:02,4/30/18 12:02,0:02,Alarm,ENGINE,Bernal Heights
180401716,18017218,Other,2/9/18,2/9/18,2/9/18 12:30,2/9/18 12:30,2/9/18 12:30,2/9/18 12:31,2/9/18 12:32,0:02,Alarm,ENGINE,Bernal Heights
180100757,18004236,Structure Fire,1/10/18,1/9/18,1/10/18 7:56,1/10/18 7:57,1/10/18 7:57,1/10/18 7:58,1/10/18 7:58,0:02,Fire,TRUCK,Bernal Heights
180741312,18031474,Medical Incident,3/15/18,3/15/18,3/15/18 10:33,3/15/18 10:34,3/15/18 10:35,3/15/18 10:35,3/15/18 10:35,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180873774,18037174,Medical Incident,3/28/18,3/28/18,3/28/18 19:50,3/28/18 19:50,3/28/18 19:51,3/28/18 19:52,3/28/18 19:53,0:02,Potentially Life-Threatening,MEDIC,Bernal Heights
182602722,18109278,Medical Incident,9/17/18,9/17/18,9/17/18 15:48,9/17/18 15:49,9/17/18 15:49,9/17/18 15:51,9/17/18 15:51,0:02,Potentially Life-Threatening,MEDIC,Bernal Heights
180054076,18002279,Medical Incident,1/5/18,1/5/18,1/5/18 23:09,1/5/18 23:09,1/5/18 23:09,1/5/18 23:10,1/5/18 23:12,0:02,Potentially Life-Threatening,MEDIC,Bernal Heights
181473976,18062457,Medical Incident,5/27/18,5/27/18,5/27/18 23:21,5/27/18 23:21,5/27/18 23:23,5/27/18 23:23,5/27/18 23:24,0:02,Potentially Life-Threatening,RESCUE CAPTAIN,Bernal Heights
181892255,18080316,Medical Incident,7/8/18,7/8/18,7/8/18 16:10,7/8/18 16:10,7/8/18 16:10,7/8/18 16:11,7/8/18 16:12,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
182672285,18112173,Medical Incident,9/24/18,9/24/18,9/24/18 14:46,9/24/18 14:46,9/24/18 14:47,9/24/18 14:47,9/24/18 14:49,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
183562991,18149711,Medical Incident,12/22/18,12/22/18,12/22/18 18:53,12/22/18 18:53,12/22/18 18:54,12/22/18 18:54,12/22/18 18:56,0:02,Potentially Life-Threatening,MEDIC,Bernal Heights
181352122,18057300,Medical Incident,5/15/18,5/15/18,5/15/18 13:59,5/15/18 13:59,5/15/18 13:59,5/15/18 14:00,5/15/18 14:01,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180043651,18001742,Medical Incident,1/4/18,1/4/18,1/4/18 19:33,1/4/18 19:34,1/4/18 19:35,1/4/18 19:36,1/4/18 19:36,0:02,Non Life-threatening,ENGINE,Bernal Heights
180021577,18000667,Alarms,1/2/18,1/2/18,1/2/18 11:45,1/2/18 11:46,1/2/18 11:47,1/2/18 11:47,1/2/18 11:48,0:02,Alarm,ENGINE,Bernal Heights
181922861,18081600,Structure Fire,7/11/18,7/11/18,7/11/18 17:36,7/11/18 17:36,7/11/18 17:36,7/11/18 17:37,7/11/18 17:38,0:02,Alarm,ENGINE,Bernal Heights
181951380,18082706,Medical Incident,7/14/18,7/14/18,7/14/18 11:23,7/14/18 11:24,7/14/18 11:26,7/14/18 11:26,7/14/18 11:26,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
183280082,18137576,Medical Incident,11/24/18,11/23/18,11/24/18 0:38,11/24/18 0:38,11/24/18 0:39,11/24/18 0:40,11/24/18 0:40,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180853866,18036329,Medical Incident,3/26/18,3/26/18,3/26/18 20:43,3/26/18 20:43,3/26/18 20:44,3/26/18 20:45,3/26/18 20:46,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180092403,18003969,Traffic Collision,1/9/18,1/9/18,1/9/18 15:04,1/9/18 15:04,1/9/18 15:05,1/9/18 15:05,1/9/18 15:07,0:02,Potentially Life-Threatening,RESCUE CAPTAIN,Bernal Heights
182163055,18091382,Traffic Collision,8/4/18,8/4/18,8/4/18 19:34,8/4/18 19:34,8/4/18 19:34,8/4/18 19:35,8/4/18 19:36,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180712780,18030401,Medical Incident,3/12/18,3/12/18,3/12/18 17:00,3/12/18 17:01,3/12/18 17:01,3/12/18 17:02,3/12/18 17:03,0:02,Non Life-threatening,ENGINE,Bernal Heights
180081402,18003382,Medical Incident,1/8/18,1/8/18,1/8/18 11:07,1/8/18 11:08,1/8/18 11:08,1/8/18 11:09,1/8/18 11:10,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180272641,18011513,Medical Incident,1/27/18,1/27/18,1/27/18 17:00,1/27/18 17:00,1/27/18 17:00,1/27/18 17:02,1/27/18 17:02,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180430172,18018263,Structure Fire,2/12/18,2/11/18,2/12/18 2:16,2/12/18 2:16,2/12/18 2:16,2/12/18 2:18,2/12/18 2:19,0:02,Alarm,ENGINE,Bernal Heights
182322174,18097792,Alarms,8/20/18,8/20/18,8/20/18 13:36,8/20/18 13:37,8/20/18 13:37,8/20/18 13:39,8/20/18 13:39,0:02,Alarm,TRUCK,Bernal Heights
181641961,18069511,Medical Incident,6/13/18,6/13/18,6/13/18 13:26,6/13/18 13:26,6/13/18 13:27,6/13/18 13:28,6/13/18 13:29,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180182956,18007792,Medical Incident,1/18/18,1/18/18,1/18/18 17:26,1/18/18 17:27,1/18/18 17:27,1/18/18 17:29,1/18/18 17:29,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180612979,18026163,Traffic Collision,3/2/18,3/2/18,3/2/18 18:04,3/2/18 18:04,3/2/18 18:07,3/2/18 18:07,3/2/18 18:07,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
182193504,18092667,Vehicle Fire,8/7/18,8/7/18,8/7/18 21:29,8/7/18 21:29,8/7/18 21:30,8/7/18 21:30,8/7/18 21:32,0:02,Fire,ENGINE,Bernal Heights
180323109,18013668,Odor (Strange / Unknown),2/1/18,2/1/18,2/1/18 17:19,2/1/18 17:19,2/1/18 17:19,2/1/18 17:20,2/1/18 17:22,0:02,Alarm,ENGINE,Bernal Heights
181892255,18080316,Medical Incident,7/8/18,7/8/18,7/8/18 16:10,7/8/18 16:10,7/8/18 16:10,7/8/18 16:11,7/8/18 16:13,0:02,Potentially Life-Threatening,MEDIC,Bernal Heights
182221109,18093644,Medical Incident,8/10/18,8/10/18,8/10/18 9:43,8/10/18 9:44,8/10/18 9:44,8/10/18 9:45,8/10/18 9:46,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
182552628,18107164,Structure Fire,9/12/18,9/12/18,9/12/18 15:06,9/12/18 15:06,9/12/18 15:08,9/12/18 15:08,9/12/18 15:09,0:02,Alarm,ENGINE,Bernal Heights
181342373,18056899,Medical Incident,5/14/18,5/14/18,5/14/18 14:51,5/14/18 14:51,5/14/18 14:51,5/14/18 14:52,5/14/18 14:53,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
182602722,18109278,Medical Incident,9/17/18,9/17/18,9/17/18 15:48,9/17/18 15:49,9/17/18 15:50,9/17/18 15:50,9/17/18 15:51,0:02,Potentially Life-Threatening,RESCUE CAPTAIN,Bernal Heights
181172308,18049772,Medical Incident,4/27/18,4/27/18,4/27/18 14:50,4/27/18 14:51,4/27/18 14:52,4/27/18 14:53,4/27/18 14:53,0:02,Non Life-threatening,ENGINE,Bernal Heights
181723385,18073005,Medical Incident,6/21/18,6/21/18,6/21/18 20:00,6/21/18 20:00,6/21/18 20:00,6/21/18 20:01,6/21/18 20:03,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
182613153,18109736,Outside Fire,9/18/18,9/18/18,9/18/18 17:51,9/18/18 17:51,9/18/18 17:51,9/18/18 17:53,9/18/18 17:54,0:02,Fire,ENGINE,Bernal Heights
182562127,18107533,Medical Incident,9/13/18,9/13/18,9/13/18 14:06,9/13/18 14:06,9/13/18 14:06,9/13/18 14:07,9/13/18 14:09,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
180413990,18017855,Structure Fire,2/10/18,2/10/18,2/10/18 23:43,2/10/18 23:44,2/10/18 23:45,2/10/18 23:46,2/10/18 23:46,0:02,Alarm,ENGINE,Bernal Heights
180921485,18039170,Medical Incident,4/2/18,4/2/18,4/2/18 11:24,4/2/18 11:24,4/2/18 11:25,4/2/18 11:25,4/2/18 11:27,0:02,Non Life-threatening,MEDIC,Bernal Heights
181702802,18072097,Traffic Collision,6/19/18,6/19/18,6/19/18 17:44,6/19/18 17:44,6/19/18 17:45,6/19/18 17:45,6/19/18 17:47,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
182193504,18092667,Vehicle Fire,8/7/18,8/7/18,8/7/18 21:29,8/7/18 21:29,8/7/18 21:30,8/7/18 21:31,8/7/18 21:32,0:02,Fire,TRUCK,Bernal Heights
182623912,18110218,Medical Incident,9/19/18,9/19/18,9/19/18 19:22,9/19/18 19:24,9/19/18 19:25,9/19/18 19:25,9/19/18 19:25,0:02,Non Life-threatening,MEDIC,Bernal Heights
180453450,18019381,Medical Incident,2/14/18,2/14/18,2/14/18 18:28,2/14/18 18:28,2/14/18 18:31,2/14/18 18:31,2/14/18 18:31,0:02,Potentially Life-Threatening,ENGINE,Bernal Heights
181442636,18061009,Medical Incident,5/24/18,5/24/18,5/24/18 15:37,5/24/18 15:39,5/24/18 15:39,5/24/18 15:39,5/24/18 15:40,0:03,Potentially Life-Threatening,MEDIC,Bernal Heights
181732671,18073384,Traffic Collision,6/22/18,6/22/18,6/22/18 16:16,6/22/18 16:16,6/22/18 16:16,6/22/18 16:18,6/22/18 16:19,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
182302506,18097120,Medical Incident,8/18/18,8/18/18,8/18/18 16:51,8/18/18 16:52,8/18/18 16:53,8/18/18 16:53,8/18/18 16:54,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
180063629,18002722,Medical Incident,1/6/18,1/6/18,1/6/18 21:48,1/6/18 21:48,1/6/18 21:49,1/6/18 21:51,1/6/18 21:51,0:03,Potentially Life-Threatening,PRIVATE,Bernal Heights
181901454,18080606,Medical Incident,7/9/18,7/9/18,7/9/18 11:51,7/9/18 11:53,7/9/18 11:53,7/9/18 11:54,7/9/18 11:54,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
182482239,18104236,Other,9/5/18,9/5/18,9/5/18 13:38,9/5/18 13:38,9/5/18 13:39,9/5/18 13:41,9/5/18 13:41,0:03,Alarm,ENGINE,Bernal Heights
181701593,18071997,Medical Incident,6/19/18,6/19/18,6/19/18 12:20,6/19/18 12:20,6/19/18 12:21,6/19/18 12:22,6/19/18 12:23,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
180972645,18041418,Medical Incident,4/7/18,4/7/18,4/7/18 16:51,4/7/18 16:51,4/7/18 16:52,4/7/18 16:52,4/7/18 16:54,0:03,Non Life-threatening,MEDIC,Bernal Heights
181312355,18055665,Medical Incident,5/11/18,5/11/18,5/11/18 14:47,5/11/18 14:47,5/11/18 14:50,5/11/18 14:50,5/11/18 14:50,0:03,Non Life-threatening,ENGINE,Bernal Heights
182100885,18088823,Medical Incident,7/29/18,7/29/18,7/29/18 9:21,7/29/18 9:21,7/29/18 9:22,7/29/18 9:22,7/29/18 9:24,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
183412636,18143272,Outside Fire,12/7/18,12/7/18,12/7/18 15:53,12/7/18 15:53,12/7/18 15:54,12/7/18 15:55,12/7/18 15:56,0:03,Fire,ENGINE,Bernal Heights
182954065,18123849,Medical Incident,10/22/18,10/22/18,10/22/18 23:28,10/22/18 23:29,10/22/18 23:29,10/22/18 23:30,10/22/18 23:31,0:03,Potentially Life-Threatening,RESCUE CAPTAIN,Bernal Heights
180353761,18015135,Medical Incident,2/4/18,2/4/18,2/4/18 23:22,2/4/18 23:22,2/4/18 23:23,2/4/18 23:24,2/4/18 23:25,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181491304,18063028,Medical Incident,5/29/18,5/29/18,5/29/18 10:51,5/29/18 10:51,5/29/18 10:52,5/29/18 10:52,5/29/18 10:54,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
182523084,18105985,Medical Incident,9/9/18,9/9/18,9/9/18 18:37,9/9/18 18:37,9/9/18 18:38,9/9/18 18:38,9/9/18 18:40,0:03,Non Life-threatening,MEDIC,Bernal Heights
183452806,18145000,Structure Fire,12/11/18,12/11/18,12/11/18 16:31,12/11/18 16:33,12/11/18 16:33,12/11/18 16:34,12/11/18 16:34,0:03,Alarm,CHIEF,Bernal Heights
180581436,18024715,Medical Incident,2/27/18,2/27/18,2/27/18 10:58,2/27/18 10:59,2/27/18 11:00,2/27/18 11:01,2/27/18 11:02,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
182522382,18105929,Structure Fire,9/9/18,9/9/18,9/9/18 15:24,9/9/18 15:24,9/9/18 15:24,9/9/18 15:25,9/9/18 15:27,0:03,Alarm,ENGINE,Bernal Heights
181312309,18055658,Medical Incident,5/11/18,5/11/18,5/11/18 14:36,5/11/18 14:36,5/11/18 14:36,5/11/18 14:37,5/11/18 14:39,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181672577,18070881,Medical Incident,6/16/18,6/16/18,6/16/18 17:27,6/16/18 17:27,6/16/18 17:27,6/16/18 17:28,6/16/18 17:30,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181962657,18083239,Traffic Collision,7/15/18,7/15/18,7/15/18 17:29,7/15/18 17:29,7/15/18 17:29,7/15/18 17:30,7/15/18 17:32,0:03,Non Life-threatening,ENGINE,Bernal Heights
181661774,18070374,Medical Incident,6/15/18,6/15/18,6/15/18 13:07,6/15/18 13:08,6/15/18 13:08,6/15/18 13:09,6/15/18 13:10,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181813326,18076978,Traffic Collision,6/30/18,6/30/18,6/30/18 21:11,6/30/18 21:11,6/30/18 21:14,6/30/18 21:14,6/30/18 21:14,0:03,Non Life-threatening,RESCUE CAPTAIN,Bernal Heights
180563327,18024069,Medical Incident,2/25/18,2/25/18,2/25/18 20:58,2/25/18 20:58,2/25/18 20:59,2/25/18 21:00,2/25/18 21:02,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181122635,18047794,Medical Incident,4/22/18,4/22/18,4/22/18 16:39,4/22/18 16:39,4/22/18 16:40,4/22/18 16:41,4/22/18 16:42,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
183543176,18148848,Medical Incident,12/20/18,12/20/18,12/20/18 18:30,12/20/18 18:31,12/20/18 18:31,12/20/18 18:32,12/20/18 18:33,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
180322918,18013651,Outside Fire,2/1/18,2/1/18,2/1/18 16:43,2/1/18 16:45,2/1/18 16:45,2/1/18 16:46,2/1/18 16:47,0:03,Fire,ENGINE,Bernal Heights
180831665,18035343,Medical Incident,3/24/18,3/24/18,3/24/18 12:48,3/24/18 12:49,3/24/18 12:49,3/24/18 12:50,3/24/18 12:52,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181033727,18044012,Medical Incident,4/13/18,4/13/18,4/13/18 20:58,4/13/18 20:59,4/13/18 21:00,4/13/18 21:01,4/13/18 21:02,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
182391853,18100628,Medical Incident,8/27/18,8/27/18,8/27/18 12:49,8/27/18 12:49,8/27/18 12:49,8/27/18 12:51,8/27/18 12:52,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
181104261,18046988,Medical Incident,4/20/18,4/20/18,4/20/18 21:53,4/20/18 21:53,4/20/18 21:54,4/20/18 21:55,4/20/18 21:56,0:03,Potentially Life-Threatening,ENGINE,Bernal Heights
